param_regressor__learning_rate,param_regressor__max_depth,param_regressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1,2,10,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 2, 'regressor__n_estimators': 10}",0.1539433464771538,0.21209479367000872,0.17059300698916535,0.16924516542969326,0.16896961670123056,0.17496918585345034,0.01953615549949781,8,0.20475591230464862,0.1945015167682883,0.19871075973911034,0.1937600712218257,0.20161579478769864,0.19866881096431432,0.00417615475906281
0.1,2,25,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 2, 'regressor__n_estimators': 25}",0.22280561553934441,0.28074525654062943,0.23752596294852302,0.24394801854371528,0.21833167535864761,0.24067130578617196,0.022112410690679745,7,0.30871399694457546,0.2980979932888679,0.2944237806304765,0.2981147786772689,0.3018051346311492,0.30023113683446756,0.004841302387319498
0.1,4,10,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 4, 'regressor__n_estimators': 10}",0.25850910744756217,0.3089907932601621,0.2566559975058643,0.28059962514861114,0.2723146377023431,0.27541403221290855,0.018981758876584605,5,0.36419105960419773,0.35866580440356755,0.3622714162854451,0.37505962047870034,0.37532722535681917,0.367103025225746,0.006840402908463149
0.1,4,25,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 4, 'regressor__n_estimators': 25}",0.347269543184877,0.39361687335297824,0.35179727593942667,0.37659242539433957,0.37982798808302376,0.369820821190929,0.017582141134299026,2,0.5510401441816302,0.5358574911271129,0.5362764384606806,0.555130173198531,0.5570573009567075,0.5470723095849324,0.009194519198629502
0.3,2,10,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 2, 'regressor__n_estimators': 10}",0.24439264526671967,0.29916512485312896,0.2526525018159299,0.24123763271516208,0.20958234212309634,0.24940604935480737,0.028859279120090016,6,0.3359638206976139,0.32493727748549983,0.3109088587990605,0.318646094656159,0.3259682414622741,0.32328485862012146,0.008311084329147024
0.3,2,25,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 2, 'regressor__n_estimators': 25}",0.26997751492476485,0.32144267436664253,0.28223931757348364,0.2972514374319769,0.25608494600807563,0.2853991780609887,0.022568767317567687,4,0.43366211850770686,0.4211714849399629,0.4178603191864335,0.4255862152490638,0.4222768422444889,0.4241113960255312,0.005375425901052385
0.3,4,10,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 4, 'regressor__n_estimators': 10}",0.3643087284585851,0.40273062760474254,0.32942593033052037,0.34496464430156104,0.40182154368914724,0.36865029487691126,0.029598009537174785,3,0.5779835850814705,0.559134647751363,0.5546463699892348,0.5697290718646688,0.5913063304029125,0.5705600010179299,0.013190849679529243
0.3,4,25,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 4, 'regressor__n_estimators': 25}",0.38303942808091884,0.42370357533253544,0.3471257423005498,0.38081403864499674,0.4282715214229872,0.39259086115639763,0.030126768679374118,1,0.7401981229428938,0.723014396193657,0.7306014573096122,0.7408426208775262,0.7369489843878673,0.7343211163423112,0.006717926797613923
