mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__learning_rate,param_regressor__max_depth,param_regressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05787291526794434,0.009226221590924679,0.003501558303833008,0.0005125307125090477,0.1,2,10,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 2, 'regressor__n_estimators': 10}",-0.11131681812347116,-0.19523660386578734,-0.1314839200580089,-0.3244450328800208,-0.027602174778567745,-0.15801690994117118,0.09897123521129213,1,0.1835559654669845,0.19364349718662455,0.17555328213462174,0.1939898056246402,0.18187126521495067,0.18572276312556432,0.007127824515536239
0.08641772270202637,0.002508497303874186,0.0041429996490478516,0.00015315806136912706,0.1,2,25,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 2, 'regressor__n_estimators': 25}",-0.12886436166498427,-0.2563130341367694,-0.17524530310750497,-0.3506898113315129,-0.06369035653411581,-0.19496057335497746,0.10000499078508934,3,0.30147107330831446,0.32482027484186804,0.28683114734481197,0.3094195950951808,0.28436252261889194,0.30138092264181343,0.014935551640611142
0.07803750038146973,0.016385118090234824,0.002689504623413086,0.0005598350027163367,0.1,4,10,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 4, 'regressor__n_estimators': 10}",-0.006580954910527348,-0.2723406370810564,-0.14841336763617186,-0.40127654807989166,-0.0927465826151399,-0.18427161806455744,0.13862460804013801,2,0.41641709546610783,0.4310412121763898,0.38669999011915623,0.41868895358897007,0.42098994803014755,0.41476743987615433,0.014895882933437028
0.13839759826660156,0.025019021312079594,0.00240178108215332,0.00048148596100818566,0.1,4,25,"{'regressor__learning_rate': 0.1, 'regressor__max_depth': 4, 'regressor__n_estimators': 25}",-0.06257730761036395,-0.4080309398590587,-0.24992737021876055,-0.4466322178992921,-0.1475313648179628,-0.2629398400810876,0.14726024708375726,5,0.6242284011802399,0.6443163762704521,0.5919789256786461,0.644144567294594,0.5973609356668519,0.6204058412181569,0.022311476714202156
0.052966737747192384,0.008833778595726514,0.0035047054290771483,0.0006311668224974437,0.3,2,10,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 2, 'regressor__n_estimators': 10}",-0.1326812417792802,-0.31174612865360407,-0.1899117184510255,-0.34006177964779716,-0.11728998423303105,-0.2183381705529476,0.09153970966984144,4,0.32950934341576354,0.35942729780365823,0.3085811617788832,0.32745690177020537,0.3144073461697344,0.3278764101876489,0.01761830448296596
0.06305618286132812,0.016463852021241145,0.00292205810546875,0.0006746604302581292,0.3,2,25,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 2, 'regressor__n_estimators': 25}",-0.2569510318429824,-0.4648065672025463,-0.2250021358525447,-0.4054513745062227,-0.14027354598164155,-0.29849693107718756,0.11938202067040773,6,0.44926090846884514,0.5233195527678549,0.4477361185470231,0.46116825969208963,0.44489560132565253,0.4652760881602931,0.02954799078304385
0.0708000659942627,0.014153840904173083,0.0024497509002685547,0.0006853275929946633,0.3,4,10,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 4, 'regressor__n_estimators': 10}",-0.11356370121188886,-0.48644107547735427,-0.26900571882370405,-0.47635600253469335,-0.19343508069085846,-0.3077603157476998,0.1500905211873543,7,0.6392796265235938,0.6795413015553116,0.604688292127763,0.686179785180079,0.625892759644047,0.6471163530061589,0.0312708316764532
0.11740922927856445,0.014988948549102238,0.001965951919555664,4.6755190329640234e-05,0.3,4,25,"{'regressor__learning_rate': 0.3, 'regressor__max_depth': 4, 'regressor__n_estimators': 25}",-0.20889624194811907,-0.5723220686398061,-0.37301514409127123,-0.6145425202774155,-0.2180184908760252,-0.3973588931665274,0.170912029754353,8,0.8012039030830771,0.8266862246850165,0.7817427733745554,0.845178806734389,0.8055630575934212,0.8120749530940918,0.02186311972813521
